Year,indicator,description,hdi group,SDG Push No,JETSDG9,Base,,
2057,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,1.7652,1.71524,2.7223,,
2058,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,1.70844,1.66074,2.61222,,
2059,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,1.65739,1.61252,2.51616,,
2060,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,1.61148,1.56672,2.43255,,
2061,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,1.57047,1.52196,2.35042,,
2062,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,1.52666,1.4758,2.27224,,
2063,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,1.48682,1.43345,2.1969,,
2064,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,1.44907,1.39131,2.12374,,
2065,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,1.41278,1.34918,2.05307,,
2066,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,1.37578,1.3055,1.98412,,
2067,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,1.33759,1.26131,1.91769,,
2068,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,1.29814,1.2173,1.85412,,
2069,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,1.25785,1.17355,1.79293,,
2070,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,1.21754,1.13045,1.73546,,
2071,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,1.17687,1.0877,1.68182,,
2072,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,1.13545,1.04657,1.63198,,
2073,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,1.09382,1.00731,1.58606,,
2074,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,1.0526,0.97047,1.54278,,
2075,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,1.01345,0.90468,1.50138,,
2076,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,0.94407,0.87587,1.4613,,
2077,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,0.90689,0.84419,1.42184,,
2078,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,0.86679,0.81514,1.38293,,
2079,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,0.82844,0.78776,1.34463,,
2080,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,0.79169,0.76144,1.30736,,
2081,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,0.75668,0.73597,1.27164,,
2082,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,0.7234,0.71048,1.22964,,
2083,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,0.69234,0.68461,1.20187,,
2084,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,0.66335,0.65829,1.16596,,
2085,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,0.63678,0.63221,1.13356,,
2086,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,0.61146,0.60545,1.10274,,
2087,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,0.58665,0.57805,1.07307,,
2088,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,0.56277,0.55083,1.04433,,
2089,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,0.54011,0.52413,1.01627,,
2090,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,0.51795,0.49905,0.98799,,
2091,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,0.4968,0.47588,0.95934,,
2092,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,0.47611,0.45415,0.93138,,
2093,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,0.45548,0.43374,0.90443,,
2094,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,0.43456,0.41418,0.87897,,
2095,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,0.41342,0.39539,0.85514,,
2096,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,0.39234,0.37737,0.83312,,
2097,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,0.37183,0.35994,0.81327,,
2098,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,0.35217,0.34267,0.79495,,
2099,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,0.33319,0.32519,0.7776,,
2100,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,0.31602,0.30884,0.76154,,
2019,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1,1.11339,1.11339,,
2020,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.10136,1.10136,1.10136,,
2021,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.11256,1.11256,1.11256,,
2022,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.11403,1.11403,1.11403,,
2023,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.12163,1.12163,1.12163,,
2024,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.12713,1.13072,1.12713,,
2025,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.13577,1.13928,1.13196,,
2026,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.14476,1.1471,1.13747,,
2027,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.14066,1.14284,1.13111,,
2028,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.14524,1.14746,1.13316,,
2029,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.15339,1.15672,1.13879,,
2030,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.16145,1.16753,1.14451,,
2031,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.17054,1.17495,1.14929,,
2032,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.17067,1.16705,1.15154,,
2033,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.15902,1.15282,1.15194,,
2034,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.14659,1.14085,1.15163,,
2035,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.13627,1.13153,1.15186,,
2036,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.12675,1.12316,1.15049,,
2037,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.11686,1.11729,1.14855,,
2038,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.10951,1.1117,1.14681,,
2039,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.10213,1.10529,1.14487,,
2040,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.0947,1.099,1.14033,,
2041,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.0873,1.09274,1.13359,,
2042,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.08102,1.08758,1.12578,,
2043,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.0768,1.08307,1.11869,,
2044,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.07395,1.08051,1.11327,,
2045,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.07315,1.08115,1.10944,,
2046,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.07393,1.08352,1.107,,
2047,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.07793,1.08677,1.10515,,
2048,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.08176,1.09092,1.1041,,
2049,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.086,1.09486,1.10281,,
2050,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.08942,1.09741,1.10282,,
2051,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.09253,1.10031,1.10399,,
2052,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.0936,1.10518,1.10565,,
2053,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.09603,1.11197,1.10838,,
2054,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.1002,1.11605,1.11129,,
2055,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.10167,1.11772,1.11367,,
2056,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.10299,1.11779,1.11694,,
2057,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.10266,1.11651,1.11808,,
2058,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.10027,1.11286,1.11775,,
2059,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.09649,1.10779,1.1158,,
2060,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.09361,1.10372,1.1134,,
2061,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.08943,1.09871,1.10996,,
2062,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.0835,1.09109,1.10564,,
2063,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.07815,1.08411,1.10045,,
2064,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.07194,1.07474,1.09347,,
2065,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.06495,1.06215,1.08673,,
2066,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.05436,1.04131,1.07855,,
2067,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.03846,1.01618,1.07001,,
2068,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.01707,1.00375,1.06034,,
2069,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.00623,0.99979,1.05058,,
2070,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,0.99959,1.00029,1.03882,,
2071,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,0.99912,1.00077,1.02486,,
2072,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,0.99951,1.00115,1.01763,,
2073,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,0.99986,1.00148,1.01268,,
2074,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.00019,1.00178,1.01021,,
2075,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.00047,1.00252,1.00751,,
2076,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.00114,1.00223,1.00222,,
2077,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.00117,1.00113,1.00061,,
2078,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,1.00046,0.99989,0.99994,,
2079,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,0.9995,0.99872,0.9993,,
2080,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,0.99831,0.99735,0.99852,,
2081,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,0.99693,0.99593,0.99777,,
2082,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,0.99533,0.99443,0.9971,,
2083,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,0.99373,0.9928,0.99618,,
2084,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,0.9919,0.99096,0.9952,,
2085,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,0.99,0.98907,0.99405,,
2086,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,0.98795,0.98703,0.99277,,
2087,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,0.98572,0.98482,0.99139,,
2088,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,0.98336,0.98243,0.98994,,
2089,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,0.98092,0.97994,0.98845,,
2090,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,0.97848,0.97744,0.98695,,
2091,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,0.97606,0.97497,0.98549,,
2092,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,0.97365,0.97255,0.98406,,
2093,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,0.97132,0.97023,0.98268,,
2094,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,0.96914,0.96804,0.98114,,
2095,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,0.96712,0.96591,0.97992,,
2096,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,0.96522,0.96386,0.97901,,
2097,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,0.96336,0.96193,0.97814,,
2098,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,0.96159,0.96022,0.97732,,
2099,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,0.95988,0.95892,0.97654,,
2100,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Medium,0.95842,0.95774,0.97582,,
2019,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1,1.3774,1.3774,,
2020,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.33979,1.33979,1.33979,,
2021,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.37437,1.37437,1.37437,,
2022,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.37762,1.37762,1.37762,,
2023,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.39936,1.39936,1.39936,,
2024,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.41991,1.43483,1.41991,,
2025,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.44808,1.4611,1.43278,,
2026,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.47081,1.47975,1.4427,,
2027,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.45045,1.45706,1.41257,,
2028,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.46737,1.47439,1.41924,,
2029,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.5021,1.51322,1.44174,,
2030,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.53976,1.55757,1.46671,,
2031,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.57516,1.60278,1.4896,,
2032,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.60508,1.57653,1.50456,,
2033,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.55797,1.526,1.51303,,
2034,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.51561,1.48593,1.51529,,
2035,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.47923,1.45275,1.51282,,
2036,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.44598,1.42205,1.5091,,
2037,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.41258,1.39841,1.5075,,
2038,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.38931,1.37592,1.50641,,
2039,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.36815,1.3538,1.50651,,
2040,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.34884,1.33296,1.49037,,
2041,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.33219,1.31551,1.46492,,
2042,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.31837,1.30229,1.44028,,
2043,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.30486,1.29097,1.41977,,
2044,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.29503,1.28404,1.40086,,
2045,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.28205,1.27294,1.37716,,
2046,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.27161,1.26411,1.35804,,
2047,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.26257,1.25656,1.34173,,
2048,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.25454,1.24939,1.32696,,
2049,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.24647,1.23577,1.31251,,
2050,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.22936,1.22531,1.29845,,
2051,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.21671,1.20688,1.28457,,
2052,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.19717,1.18838,1.27101,,
2053,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.17811,1.17244,1.25754,,
2054,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.16178,1.15356,1.24453,,
2055,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.14934,1.14257,1.2388,,
2056,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.13798,1.13223,1.23284,,
2057,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.12749,1.12243,1.22759,,
2058,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.11807,1.11186,1.21181,,
2059,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.10838,1.10237,1.1966,,
2060,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.09927,1.09426,1.18344,,
2061,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.09145,1.08774,1.17216,,
2062,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.08462,1.08194,1.16242,,
2063,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.07936,1.07775,1.15408,,
2064,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.07497,1.07461,1.14699,,
2065,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.0724,1.0732,1.14052,,
2066,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.07053,1.07255,1.13489,,
2067,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.06938,1.07284,1.13019,,
2068,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.06726,1.07153,1.12633,,
2069,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.06949,1.07436,1.12391,,
2070,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.07164,1.07735,1.1211,,
2071,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.07411,1.08063,1.11801,,
2072,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.07688,1.08387,1.11595,,
2073,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.07976,1.08683,1.11456,,
2074,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.08247,1.08931,1.11293,,
2075,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.08443,1.0963,1.10775,,
2076,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.09061,1.09301,1.09594,,
2077,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.09031,1.08307,1.09252,,
2078,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.086,1.07261,1.09122,,
2079,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.08102,1.06193,1.08972,,
2080,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.07594,1.05181,1.08831,,
2081,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.06768,1.04213,1.08666,,
2082,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.05663,1.03313,1.08573,,
2083,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.04613,1.02489,1.08318,,
2084,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.03618,1.01745,1.08161,,
2085,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.02777,1.01175,1.07967,,
2086,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.02096,1.0068,1.07762,,
2087,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.01501,1.00247,1.07552,,
2088,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.00958,0.9986,1.07336,,
2089,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,1.00388,0.99503,1.07112,,
2090,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,0.99853,0.99153,1.06887,,
2091,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,0.99349,0.988,1.06664,,
2092,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,0.98862,0.98413,1.0643,,
2093,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,0.98407,0.98015,1.06185,,
2094,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,0.97981,0.97641,1.05788,,
2095,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,0.97607,0.97289,1.05495,,
2096,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,0.97278,0.9697,1.05223,,
2097,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,0.96996,0.96688,1.04927,,
2098,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,0.96754,0.9645,1.04625,,
2099,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,0.96541,0.96293,1.04332,,
2100,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Medium,0.96361,0.96156,1.04044,,
2019,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,10,9.69318,9.69318,,
2020,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,10.12,10.12,10.12,,
2021,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,9.20093,9.20093,9.20093,,
2022,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,8.91528,8.91531,8.91528,,
2023,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,8.35776,8.35775,8.35776,,
2024,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,7.87047,7.64432,7.87051,,
2025,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,7.28011,7.10333,7.49431,,
2026,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,6.79734,6.67893,7.16568,,
2027,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,6.70833,6.60534,7.23355,,
2028,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,6.29813,6.19679,6.92643,,
2029,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,5.76897,5.64305,6.46997,,
2030,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,5.26862,5.10902,6.02495,,
