Year,indicator,description,hdi group,SDG Push No,JETSDG9,Base
2058,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.01844,0.01556,0.1011
2059,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.01775,0.01496,0.09785
2060,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.01708,0.01437,0.0945
2061,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.01644,0.01381,0.09125
2062,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.01582,0.01327,0.0881
2063,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.01519,0.01276,0.08506
2064,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.01459,0.01229,0.082
2065,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.014,0.01186,0.07901
2066,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.01342,0.01142,0.07618
2067,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.01287,0.011,0.07348
2068,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.01233,0.01063,0.07103
2069,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.01184,0.01031,0.0687
2070,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.01139,0.01003,0.06648
2071,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.01095,0.00975,0.06457
2072,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.01057,0.00954,0.06277
2073,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.0102,0.00932,0.06116
2074,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.00985,0.00912,0.05972
2075,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.00954,0.00894,0.05842
2076,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.00928,0.00881,0.05725
2077,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.00906,0.00868,0.05622
2078,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.00887,0.00857,0.05531
2079,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.00871,0.00848,0.05454
2080,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.00856,0.0084,0.05378
2081,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.00842,0.00831,0.0531
2082,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.0083,0.00824,0.05246
2083,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.00822,0.00818,0.05185
2084,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.00815,0.00813,0.05129
2085,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.00809,0.00808,0.05073
2086,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.00803,0.00804,0.05022
2087,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.00797,0.008,0.04972
2088,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.00792,0.00796,0.04929
2089,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.00788,0.00792,0.04888
2090,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.00784,0.00789,0.04847
2091,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.00781,0.00787,0.04805
2092,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.00779,0.00784,0.0477
2093,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.00778,0.00783,0.04737
2094,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.00777,0.00781,0.04678
2095,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.00776,0.0078,0.04624
2096,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.00775,0.0078,0.04583
2097,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.00775,0.00779,0.04549
2098,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.00774,0.00779,0.04529
2099,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.00773,0.00778,0.04529
2100,MALNPOPP,Malnourished population (percent) ,HDI Very High,0.00771,0.00776,0.04537
2019,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,14,14.06,14.06
2020,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,16.54,16.54,16.54
2021,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,16.21,16.21,16.21
2022,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,15.85,15.85,15.85
2023,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,15.49,15.49,15.49
2024,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,15.22,15.22,15.22
2025,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,14.89,14.88,14.89
2026,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,14.57,14.56,14.57
2027,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,14.26,14.24,14.27
2028,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,13.96,13.94,13.98
2029,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,13.66,13.66,13.69
2030,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,13.39,13.39,13.41
2031,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,13.13,13.13,13.14
2032,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,12.87,12.87,12.89
2033,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,12.61,12.61,12.64
2034,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,12.36,12.36,12.39
2035,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,12.11,12.1,12.15
2036,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,11.85,11.85,11.9
2037,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,11.61,11.6,11.66
2038,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,11.36,11.36,11.42
2039,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,11.13,11.13,11.19
2040,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,10.9,10.9,10.95
2041,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,10.67,10.67,10.73
2042,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,10.46,10.46,10.5
2043,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,10.25,10.26,10.3
2044,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,10.07,10.07,10.1
2045,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,9.88144,9.88206,9.91761
2046,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,9.70689,9.70776,9.74121
2047,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,9.54001,9.53995,9.57201
2048,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,9.37773,9.37714,9.4083
2049,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,9.21997,9.21903,9.24965
2050,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,9.06802,9.06718,9.097
2051,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,8.92037,8.91969,8.94882
2052,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,8.77675,8.77625,8.80472
2053,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,8.636,8.6356,8.66353
2054,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,8.49693,8.49653,8.52417
2055,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,8.36345,8.36325,8.39051
2056,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,8.23218,8.23221,8.25881
2057,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,8.10265,8.10276,8.12876
2058,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,7.97466,7.97492,8.00021
2059,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,7.8483,7.8489,7.87292
2060,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,7.72456,7.72545,7.74737
2061,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,7.60182,7.60308,7.62294
2062,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,7.47985,7.48139,7.49937
2063,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,7.35851,7.3603,7.37642
2064,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,7.23894,7.24107,7.25518
2065,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,7.12351,7.1258,7.13792
2066,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,7.00967,7.01204,7.02238
2067,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,6.89696,6.89937,6.90814
2068,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,6.78548,6.78789,6.7952
2069,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,6.67557,6.67799,6.68389
2070,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,6.56806,6.57042,6.57504
2071,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,6.46228,6.46457,6.46809
2072,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,6.35853,6.36073,6.36333
2073,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,6.25707,6.25914,6.26099
2074,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,6.15739,6.15932,6.16047
2075,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,6.05942,6.06121,6.06177
2076,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,5.96331,5.96497,5.96507
2077,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,5.87145,5.873,5.87274
2078,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,5.78571,5.78718,5.78665
2079,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,5.70122,5.70262,5.70195
2080,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,5.62561,5.62693,5.62634
2081,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,5.55224,5.55352,5.55312
2082,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,5.47941,5.48068,5.48046
2083,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,5.40732,5.4086,5.40857
2084,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,5.33613,5.33741,5.33757
2085,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,5.26496,5.26627,5.26658
2086,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,5.19377,5.19511,5.19551
2087,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,5.12246,5.12385,5.12428
2088,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,5.05105,5.0525,5.0529
2089,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,4.97956,4.98105,4.98136
2090,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,4.90816,4.90969,4.9099
2091,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,4.83803,4.83957,4.83974
2092,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,4.76929,4.77084,4.77091
2093,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,4.70152,4.70307,4.70301
2094,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,4.63359,4.63512,4.63493
2095,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,4.56552,4.56703,4.56671
2096,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,4.49731,4.49877,4.49836
2097,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,4.429,4.43041,4.42993
2098,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,4.36064,4.36198,4.36147
2099,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,4.29227,4.29354,4.29303
2100,MATMORTRATIO,Maternal mortality (ratio),HDI Very High,4.22407,4.22526,4.22478
2019,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,4,3.66723,3.66723
2020,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,3.69747,3.69747,3.69747
2021,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,3.54961,3.54962,3.54961
2022,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,3.45512,3.45512,3.45512
2023,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,3.38353,3.38353,3.38353
2024,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,3.31176,3.3115,3.31176
2025,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,3.2304,3.22756,3.23016
2026,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,3.15846,3.14932,3.15692
2027,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,3.08322,3.06586,3.07447
2028,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,3.0116,2.98996,2.99614
2029,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,2.94407,2.91802,2.92529
2030,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,2.8818,2.84844,2.85806
2031,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,2.8219,2.78101,2.79323
2032,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,2.76474,2.71455,2.73004
2033,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,2.70937,2.64978,2.66803
2034,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,2.65535,2.58667,2.6073
2035,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,2.60247,2.52543,2.54747
2036,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,2.55098,2.4656,2.48895
2037,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,2.50058,2.40763,2.43189
2038,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,2.45136,2.35205,2.37622
2039,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,2.40336,2.2984,2.3226
2040,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,2.35546,2.24523,2.26982
2041,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,2.30869,2.19343,2.21843
2042,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,2.26303,2.14294,2.16851
2043,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,2.2184,2.09345,2.11985
2044,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,2.17475,2.04494,2.07225
2045,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,2.1311,1.99785,2.02458
2046,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,2.08822,1.95044,1.97784
2047,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,2.04592,1.90365,1.93134
2048,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,2.00402,1.85742,1.88545
2049,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,1.96263,1.81187,1.84028
2050,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,1.92066,1.76711,1.79609
2051,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,1.87905,1.72241,1.75268
2052,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,1.83762,1.67885,1.71009
2053,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,1.79662,1.63618,1.66741
2054,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,1.75602,1.59439,1.62484
2055,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,1.71695,1.55451,1.58396
2056,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,1.67853,1.5154,1.54399
2057,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,1.64097,1.47712,1.5049
2058,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,1.60423,1.43976,1.46659
2059,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,1.5689,1.40284,1.42921
2060,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,1.53399,1.36702,1.39304
